description,rating,format,genre
몸은 살 마음은 살 자폐증과 서번트 증후군을 앓고 있는 주인공 박시온 동전의 양면처럼 타고난 천재성을 가지고 대학병원 소아외과 레지던트로 들어가게 된다자폐증을 앓는 의사라는 편견과 병원 안에서 벌어지는 세력 싸움 속에서 점점 위태로워지는데과연 진짜 의사가 될 수 있을까,9.88,story,sensibility
사이코 명 미쳐가는정상인 명 인공지능 로봇 대 이들이 우주함에서 펼치는 한심한 일상,9.87,story,fantasy
어느날 귀신처럼 나타난 기신자신의 각시가 되겠냐는 알 수 없는 말을 하는데갑자기 보이게된 귀신들은 은아를 잡아먹겠다며 달려들기 시작한다,9.97,story,pure
귀신소굴로 유명한 삼도천동의 흉가평범한 세입자들의 일상 개그,9.98,story,drama
귀신 본 적 있니이제 내가 본 걸 얘기해줄게,9.91,omnibus,thrill
조선의 밤을 떠도는 귀암행어사와새끼 구미호 미선의 험난한 여정,9.97,story,fantasy
과거 무림의 세계관이 현대까지 이어진 오늘날살인마 귀령왕이 자취를 감춘 후 무림은 잠시나마 평화로운 나날을 보낸다어느 날 무림인들의 내공을 증강시켜 힘의 왜곡을 부르는 약물이 등장하고 때마침 사라졌던 귀령왕이 모습을 드러내면서평화로웠던 무림은 다시 한번 혼란의 소용돌이에 빠져드는데,9.76,story,action
당신의 기가 필요해 사라지기 직전인 몸으로 귀접을 통해 버티는 떠돌이 귀신 혁 음기를 갈취하기 위해 접근했던 세민에게 점점 끌리게 되는데,9.95,story,pure
흙수저 청년 진짜 귀인이 되다점입가경 팩션 사기극,9.93,story,historical
사람들은 모여 무서운 이야기라며 귀신이야기를 한다귀신들은 모여 귀신보다 더 무섭고 섬뜩한 사람들의 이야기를 한다,9.98,omnibus,thrill
자네 만두는 개도 안 먹을 걸세산골 마을에 파리만 날리는 만둣가게 주인 공 씨모두에게 외면받던 그를 위로해준 건 거리에서 만난 떠돌이 강아지였으니귀엽고 비범한 강아지 만두와 다정한 공 씨가 들려주는 동화 같은 이야기,9.98,story,drama
가장 가까운 친우이자 믿었던 부관의 검이 내 몸을 관통했다다시 눈을 떴을 땐 적국의 귀족 레이디가 되어있었다낯설고 연약한 타인의 몸과 잃어버린 년의 세월 그 사이에 망해버린 나의 조국배신의 아픔과 정체성의 혼란으로 정신을 차릴 수가 없었다그러나 나는 결국 살아가기로 했다 루시펠라 아이딘으로써 검을 든 귀족 레이디로서,9.96,story,fantasy
글로벌 기업 리그베다의 해고 전문가 이영아 최애캐가 나오는 연애 시뮬레이션 게임에 빙의하다하지만 웬걸 공략한 남주들 전원과 연인 상태라 최애캐와 썸은커녕 쌈만 타게 되는데 본의 아니게 문어다리가 된 영아는 아이디어를 낸다해고 전문가의 능력을 살려 연인 상태의 남주들과 이별 통보를 하는 것 영아는 과연 이별에 성공하고 최애캐 렌 브레히트를 손에 넣을 수 있을 것인가,9.9,story,pure
용사가 마왕을 물리친 후 년 뒤과거의 상처를 잊은 그 판타지 세계 주민들 이야기,9.98,story,fantasy
사랑에 집착하는 희범공부에만 집중하고픈 유원 대의 마지막 여름 이들과 마주한 주미 성장통을 겪는 소년 소녀들의 드라마,9.94,story,pure
최우식 김다미 주연의 드라마 그 해 우리는 프리퀄 웹툰 대공개전교등과 전교꼴등의 한달살기 적당히 놀고 먹다 적당히 잘 죽는게 꿈인 자유영혼 최웅과 태어나서 분초도 적당히 살아본 적 없는 그 지독한 국연수가  만났다 청춘다큐 촬영 때문에 한달을 짝으로 붙어살아야 하는 둘 첫날부터 싸움은 시작된다 과연 이 다큐 무사히 끝날수 있을까,9.98,story,pure
황후 리지가 숨을 거둔 뒤에야 황제 레온은 자신의 어리석음을 깨닫고 후회했지만 이미 시곗바늘은 지나갔다레온의 소원으로 시계탑의 마녀는 레온이 황후 리지를 처음 만나던 날로 시곗바늘을 되돌리고 과거로 돌아간 레온에게 남은 일은 오직 리지를 행복하게 해주는 일 뿐하지만 되돌린 시곗바늘의 영향력은 생각하는 것 이상으로 컸는데 과연 레온은 리지를 행복하게 해 줄 수 있을까,9.95,story,pure
기숙학교에서 펼쳐지는 미스터리 스릴러전학생 양이영은 교실에서 옛 친구를 마주치게 되지만눈에 띄게 변해버린 그 아이 무슨 일이 있었던 걸까,9.97,story,drama
하룻밤 사이 전세계 대부분의 사람들이 목숨을 잃었다혼란에 빠진 생존자들에게 서서히 다가오는 또다른 공포수사단 후유증 김선권 작가의 신작 재난 미스테리물,9.75,story,thrill
고리의 마지막 무사 집단 백귀를 이끌었던 그녀의 일대기이제는 기억하는 이 하나없이 사라져버린 백귀단의 존재 속에서 그 누구보다도 강하고 아름다운 꽃을 피웠던 한 소녀의 이야기가 시작된다,9.66,story,action
평범한 남자 흡혈귀 여자를 만나다그들의 달콤살벌한 로맨스가 지금 시작됩니다,9.94,story,drama
모든 걸 공유하는 소꿉친구 신나와 라운 어느 날 신나는 라운이의 이중적인 모습을 발견하게 되는데 순둥이 같던 라운이가 사이코로 돌변한 것 신나에게만 가면이 벗겨진 라운과 비밀을 공유하게 된 신나 만만하기만 했던 라운이 이제는 낯선 남자가 되어 다가온다,9.92,story,pure
이것만 다 이루면 미련없이 오빠 곁으로 갈게세상을 떠난 남자친구를 따라서 죽기 위해 이뤄가는 그녀의 완벽한 버킷리스트,9.94,story,drama
같은 반 남학생 주하원을 주인공으로 소설을 쓰는 정민그의 말투 행동 표정 하나하나가 소설의 소재가 된다하지만 완벽한 줄로만 알았던 하원의 실체를 알아버린 정민은 밀려오는 배신감에 소설 속 하원을 죽여버리고 만다다음 날 학교에서 벌어진 의문의 살인사건 그런데 어쩐지 하원이 수상하다 지상최대공모전 기 장려상 수상작,3.91,story,thrill
요즘 것들은 랜덤채팅 한다고 년대엔 게임 정모가 있었다그곳에서 만난 그 남자 흑염룡,9.97,story,pure
어쩐지 인기가 절정인 여주인공 여주 그녀에게 한꺼번에 구애하는 쌍둥이 네형제,9.94,story,pure
비연애를 선언한 그날 세울의 인생에 한 번도 없었던 세 명의 남자가 눈 앞에 나타난다 꿈에 그리던 이상형 평생 친구일 줄 알았던 남사친 그리고 현실적인 조건이 우수한 소개팅남까지 한꺼번에 등장한다 세울은 과연 자신의 비연애에 대한 신념을 끝까지 지켜나갈 수 있을까,9.95,story,pure
세계적인  스타 후준과 그의 공식 안티팬 이근영의시간 밀착 동거 리얼리티 로맨스본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다,9.95,story,pure
지상 최강을 꿈꾸는 자들의 축제가 시작된다,7.26,story,action
융자빚을 떠안고 사회로 방출된 이랑 잘 나가는 형을 부러워 하는 해인 외모 컴플렉스를 가진 인우 꿈 밖에 모르는 아저씨  모자란 그들의 성장 이야기,9.89,story,drama
년 전 학교를 떠들썩하게 만들었던 불륜녀 오바람이 복학했다그런데 복학한 것은 바람만이 아니다 바람의 주변을 맴돈다는 물귀신 소문바람은 물귀신의 훼방에도 굴하지 않고 즐거운 학교생활을 이어갈 수 있을까라일락  아니영 작가의 캠퍼스 로맨스 신작,9.98,story,pure
챔피언을 노리는 거침없는 여자 재인 그녀를 동경하는 순둥이 남자 태진챔피언을 향한 도전과 어울리지 않는 두 사람의 여름같은 사랑이야기,9.9,story,sports
년이면 사라지는 북극 그곳에 살고 있던 행복한 물범모자그러나 인간의 무분별한 사냥으로 아기 물범은 외톨이가 되어 엄마를 찾아 모험을 떠나게 된다,9.91,story,sensibility
빚 갚을 돈을 벌려다가 끔찍한 위기에 빠진 설윤 앞에 신검 월흔을 든 핏빛 무사가 나타난다 절체절명의 위기에서 구해준 건 고맙지만 난데없이 밤시중을 들라는데다음 날 년 전쟁의 승리를 축하하는 행진 중 왕세자가 든 신검이 낯설지 않다어젯밤 그가 왕세자였어,9.89,story,pure
예지몽을 꾸는 이아름은 어느 날 기억 저편으로 밀려났던 악몽들을 떠올리게 된다그리고 노트에는 기억에 없는 꿈에 관한 내용들이 적혀있는데난 이런 거 쓴 적 없어 하지만 분명 이건 내 꿈이 맞는데꿈에서 봤던 괴물들이 하나씩 현실에 등장하고특별한 능력을 가진 사람들이 세상에 모습을 보이기 시작한다,9.95,story,fantasy
폭설강풍혹한 그리고 반 년 간의 길고 긴 밤이 이어지는 남극의 겨울지구상 최악의 조건에 고립된 연구원들 앞에 정체불명의 무언가가 나타났다,9.96,story,thrill
시한부 판정을 받게 된 킬러 조득만우연히 손에 넣게 된 금붕어 한 마리 덕분에 암흑가의 조직과 마켓 검찰의 타겟이 되고 마는데,9.96,story,action
부모님을 선택할 수 있다고후천적 금수저가 된 아이의 인생 어드벤처,9.94,story,drama
당신의 상상을 조각내는 세상에 없던 반전 공포의 진수 금요일,9.95,omnibus,thrill
년째 이어진 조선혼인금지령왕을 상대로 한 인생 사기극,9.96,story,pure
게임이 현실이 되어버린 세상학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 급식러너에 열광해있다하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게자유를 위한 민호의 치열한 질주가 시작된다 지상최대공모전 대상 수상 작품,9.87,story,fantasy
부활남 김재한 작가의 신작 딸바보 웹툰작가의 갑작스러운 죽음학원액션 만화를 그리던 능력을 살려 일진 서클 간지로부터 딸 다연이를 지켜라딸이 괴롭힘당하는 모습을 보게 된다면 이건 못 참지 내 딸 건드는 새끼들 다 조져버림,9.86,story,action
고등학교 골키퍼 유망주였던 영기는 교통사고로 팔을 잃게 되고  바이오의 임상실험에 참가하여 의수를 이식받는다그러던 어느 날 세상에 기계증식증이라는 바이러스가 퍼지고 정체를 알 수 없는 존재들이 영기를 쫓기 시작한다위기의 순간 의문의 여성 그를 구해주고 영기는 그녀에게 이 모든 사태의 진실을 알게 되는데,9.86,story,fantasy
절벽귀 오성대 작가의 신작 옴니버스 미스테리 스릴러기묘하고 괴상한 이야기들,9.9,omnibus,thrill
숨겨진 고통을 꺼내어버린 남자스스로를 구하기 위한 기이한 마음의 여정,9.87,story,fantasy
평범해 보이는 일상 속 당신을 소름 끼치게 만드는 기묘한 일들이 벌어진다,9.62,omnibus,thrill
첫눈에 반한 남학생을 떠올리며 언니의 피규어 브릭에게 뽀뽀 연습을 하는 예은그날 밤 이상한 꿈에 눈을 떠보니 피규어가 살아 움직이며 자신의 저주를 풀 수 있도록 도와 달라고 한다예은은 모종의 이유로 브릭의 부탁을 받아들이고 저주를 건 마녀에 대한 단서를 찾기 시작한다,9.83,story,fantasy
물러설 곳 없는 두 남자의 싸움이 시작된다쫓고 쫓기는 그들의 스릴 넘치는 이야기 기사도,9.88,story,action
사랑하는 가족을 잃은 남자가족을 살리기 위한 처절한 시간 여행이 시작된다,9.77,story,thrill
년 전 아빠를 잃은 가족 그들에게 일어나는 기적같은 이야기초록인간 프로젝트 태발 작가의 신작 감동 드라마,9.93,story,drama
의문의 기타리스트 포츠만이 시대를 살아가는 우리에게 그의 기타 연주가 던지는 메시지,9.94,story,drama
죽음을 위해 삶을 위해 의문에 싸인 그녀의 발걸음이 움직이기 시작한다,9.89,story,fantasy
아르토리아의 작은 항구도시 해골촌해골촌에는 나이에 상관없이 싸워서 이기면 형님이 되는 특이한 룰이 있다해골촌의 거대한 사자 보나파르트 이야기를 시작으로 완다는 마을을 통째로 하늘에 띄운 강력한 마법사 극장에 갇혀 일하는 노예 가수 던전 테마파크를 차린 마계인 재판에서 한번도 승리해 본적이 없는 변호사 등 아르토리아 사람들을 하나 둘 만나가게 되는데,9.93,story,fantasy
서울 남산타워에서 우연히 만난 은희수와 미키의 로드무비,9.76,story,sensibility
눈앞의 불의를 외면하는 순간 반드시 불행한 사람이 생긴다정의로운 소년 단태는 친구를 구하다가 죽었다그때 함께 나타난 죄라고 불리는 괴물하지만 죽은 줄 알았던 단태에게 주어진 선택지이대로 천국으로 갈 것인가죄를 쳐죽이고 사람들을 구할 것인가단태의 처절한 단죄 액션 판타지,9.57,story,fantasy
